seen_date,state,city,shape,summary,duration,posted_date
2015-07-12T22:30:00,IL,Machesney Park,triangle,"We were heading north on 251 near Forest Hills Road.  We saw a huge triangular type ship in the sky; green, red, purple colors.",Driving home,2015-07-17T00:00:00
2015-07-13T00:00:00,WA,Port Angeles,sphere,"Bright, star like but too close, multicolored orbs hovering and moving back and forth, seem to give off rays or beams.",continuous,2015-07-17T00:00:00
2015-07-13T02:00:00,,Inarajan (Guam),light,Orange glowing light in sky that responded to my flashing light.,,2015-07-17T00:00:00
,MI,Saint Joseph,light,3 bright lights over Lake Michigan late 1960s,5 minutes,
2015-07-13T04:30:00,,Multan (Pakistan),fireball,((HOAX??))  An red light-emitting star-like object moving in various direction and disappeared.,10 minutes,2015-07-17T00:00:00
2015-07-13T16:15:00,AZ,Tucson,sphere,"I saw a black spherical shaped object moving easterly direction, first saw it when it was over Davis monthan air force Base, I would sa",30 seconds,2015-07-17T00:00:00
2015-07-13T21:15:00,AZ,Tucson,changing,Lights in the distance.,20 minutes,2015-07-17T00:00:00
2015-07-13T21:30:00,AZ,Buckeye,light,"One, then two lights turning off and on moving across the southern Arizona sky",40-60 seconds,2015-07-17T00:00:00
2015-07-13T21:30:00,FL,Green Cove Springs,other,We took our dog for a walk and when we looked up to the sky we seen something in the sky there was no noise. it looked to be long with,45 seconds,2015-07-17T00:00:00
2015-07-13T21:54:00,CA,Firebaugh,light,"White light flashes at Mercey Hot Springs, yet again!",2 seconds,2015-07-17T00:00:00
2015-07-13T22:00:00,CA,Monterey,unknown,"Red light spheres hovering 1.5 hrs over marine canyon in Monterey Bay, 5-miles off Moss Landing, leaving & returning to same spot",1.5 hours,2015-07-17T00:00:00
2015-07-13T22:30:00,NY,Fishkill,light,"Orange lights moving SW to NE in separate groups of one to three, over a 10 minute period.",10 minutes,2015-07-17T00:00:00
2015-07-13T23:00:00,IA,Dubuque,light,Large craft moving then ceasing along w/ some sort of lighted craft that entered the view of the 'star' lit like craft.,15 minutes,2015-07-17T00:00:00
2015-06-24T02:00:00,ID,Boise,fireball,"Orange fireball in West Boise.  May have landed near Cole street. No noise,",2 minutes,2015-07-03T00:00:00
2017-04-29T22:00:00,OR,Medford,changing,Hovering multicolored object over Medford,30 seconds,2017-05-06T00:00:00
1989-10-15T19:00:00,AR,Batesville,disk,"It didn't seem harmful, it was like it was observing.",8 min,2001-01-03T00:00:00
2015-07-03T23:00:00,FL,Pinellas Park,light,"3 glowing object sightings within hour, 6 witnesses; FL",1.5-2.5 minutes,2015-07-06T00:00:00
2015-07-04T00:00:00,NJ,Seacaucus,sphere,At a July 4 BBQ saw a sphere shape hovering over New Jersey near Newark airport.  It displayed a bright Red & Green light.  ( not a/c.),2 minutes,2015-07-06T00:00:00
2015-07-04T00:00:00,MS,Ocean Springs,fireball,Sittin on the front porch around 11pm-midnight when me and my two roommates notice this red fireball like orb appear in the sky towards,5 minutes,2015-07-06T00:00:00
2015-07-04T00:00:00,NM,Albuquerque,fireball,"4 red fireball like ufos hovering around Albuquerque, New Mexico.",1 minute,2015-07-06T00:00:00
2015-07-04T00:15:00,MO,Chillicothe,circle,Light I can't identify in North Missouri sky,15 seconds,2015-07-06T00:00:00
2015-07-04T00:23:00,PA,Hatboro,circle,4 white circular objects were spotted behind a very high cloud layer. The original shape was a straight line then 3 of the 4 bright whi,20 seconds,2015-07-06T00:00:00
2015-07-04T00:25:00,OH,Toledo,fireball,"Watched 2 fireballs disappear/reappear, turn red then vanish.",3 minutes,2015-07-06T00:00:00
2015-07-04T01:15:00,CA,Carmichael,disk,"Had three circular blinking lights on the edge. And was defending south west from a distance, it was not real close to me.",10,2015-07-06T00:00:00
2015-07-04T02:45:00,AZ,Mesa,light,"Top of hill, South Central Mesa, AZ, close to Interstate 60 Distance: approx. 0.5 mile from observer, facing north.",90 minutes,2015-07-06T00:00:00
2015-07-04T00:30:00,WI,Manitowoc,light,3 white and red lights.,45 minutes,2015-07-06T00:00:00
1991-06-15T03:00:00,FL,North Lauderdale,other,WOKE UP IN MIDDLE OF NIGHT TO BRIGHT LIGHT IN LIVING ROOM. SAW BLUE/GRAY HOODED CLOAK. LOOKED TWICE A MESSAGE WENT IN MY HEAD TO GO BAC,?,2001-01-03T00:00:00
2015-07-04T16:40:00,NJ,Toms River,rectangle,Postcard in the sky.,2-3 minutes,2015-07-06T00:00:00
2015-06-24T09:46:00,RI,Providence,light,I seen a bright blue light that seemed to get dim then glow red then started moving at a slow pace then 2 other pulsating lights coming,5 minutes,2015-07-03T00:00:00
2015-06-24T15:15:00,FL,Orlando,cigar,One large and 3 smaller object in a clear sky,20-25 minutes,2015-07-03T00:00:00
2015-06-24T16:50:00,OR,Banks,other,Liquid metal bus saucer morphs eastward in Oregon sky.,1 minute,2015-07-03T00:00:00
2015-06-24T21:00:00,FL,Punta Gorda,oval,Fixed oval light in sky with 4-5 rings.,1-2 hours,2015-07-03T00:00:00
2015-06-24T22:05:00,NC,Asheboro,light,"Orange light crossed in front of me while driving and hovered above the trees, moving in a westward direction on an overcast night.",2 minutes,2015-07-03T00:00:00
2015-06-24T22:10:00,CA,Livermore,cylinder,"Two craft over Northern California, traveling at a high rate of speed, chasing each other, with no sound.",30 seconds,2015-07-03T00:00:00
2015-06-24T23:10:00,,Chandigarh (India),fireball,"Fireball UFO, definite that its not a meteorite or a crashing plane.",3 minutes,2015-07-03T00:00:00
2015-06-24T22:30:00,TX,Cypress,sphere,My husband ran into the house and said a huge bright light. He said it was dimming and then very bright.I witnessed a yellow ball and i,1 hour,2015-07-03T00:00:00
2015-06-25T02:50:00,WA,Lakebay,triangle,"Observed what at first believed to be a ""slow"" falling star, which evolved into dark triangular objects flying in a line.",60 seconds,2015-07-03T00:00:00
1992-05-01T03:00:00,WA,Coupeville,sphere,I was sitting on a bed in a house which had windows all along the backside of the house facing north. These windows had a view of an in,15 seconds,2001-01-03T00:00:00
2015-06-25T05:30:00,IN,Indianapolis,flash,"Bright beam of light from ground up, then rumbling passing over the house for around 10-15 minutes, making the house shake.",10 minutes,2015-07-03T00:00:00
2015-06-25T10:30:00,WA,Lacey,circle,"Bright flashing orb spotted in broad daylight over Lacey, WA.",15 minutes,2015-07-03T00:00:00
2015-06-25T16:30:00,PA,Philadelphia,oval,((Blimp?)) At first I thought it was a blimp but when I looked closer I saw that it was flat on the bottom.  Blimps aren't flat.,45 seconds,2015-07-03T00:00:00
2015-07-13T23:00:00,ON,Toronto,light,"The movements were too sharp, and too precise, and fast.",10 seconds,2015-07-17T00:00:00
2015-07-14T00:00:00,MT,Sidney,fireball,Orb of light flickers but then disappears.,,2015-07-17T00:00:00
2015-07-14T03:30:00,ON,Cambridge,disk,2 small flying crafts passing slowly over my neighbourhood.,1-2 minutes,2015-07-17T00:00:00
2015-07-14T21:15:00,WI,Baileys Harbor,fireball,Low flying orange red sphere seen between Cana Island and Baileys Harbor in Wisconsin,,2015-07-17T00:00:00
2015-07-14T17:10:00,OR,Salem,circle,"UFO sighted in Salem, OR, over park at around height of airplanes and is white and shiny with translucent halo blinks out & comes back.",4 minutes,2015-07-17T00:00:00
2015-07-14T21:20:00,NV,Las Vegas,light,"A little white dot/UFO flying over Las Vegas very slowly, then vanished into outer space.",,2015-07-17T00:00:00
2015-07-14T21:30:00,TN,Hixson,unknown,V-shape look like lightning.  It was going up.  One side seemed bigger as it was going up.  Both sides was blinking.  Hear loud booms.,20 seconds,2015-07-17T00:00:00
1993-06-26T02:30:00,CO,Holy Cross Wilderness Area,light,I was alone camping in the mountains and was awakened by strange noises and an intense bright light that seemed unearthly.,45 min,2001-01-03T00:00:00
2015-07-14T21:30:00,FL,St. Petersburg,light,"Bright round light appears, then pulsates and vanishes.",1 minute,2015-07-17T00:00:00
2015-07-14T22:30:00,NV,Ely,disk,A UFO followed us while driving in Nevada few nights ago.,20 minutes,2015-07-17T00:00:00
2015-07-14T22:45:00,NY,Patchogue,light,"An orange glowing ball was hovering near Canaan Lake then disappeared, reappearing and flying silently across the sky.",5 minutes,2015-07-17T00:00:00
2015-07-04T17:00:00,MO,Independence,other,Low flying and extremely loud sound over house.,25-30 seconds,2015-07-06T00:00:00
2015-07-04T18:30:00,WA,Tacoma,fireball,"5 red objects stationary, not resembling lights, planes, or fireworks. One move downward and over. Then two went toward horizon and ove",3 minutes,2015-07-06T00:00:00
2015-07-04T19:40:00,NY,Plainview,rectangle,"I just saw four lights in the sky in plain view.  They made a perfect square and hovered above my car, and stayed in the same spot.",A few minutes,2015-07-06T00:00:00
2015-07-04T19:15:00,NY,Syracuse,oval,1 bright oval shape and 2 acorn orange fireballs,35 minutes,2015-07-06T00:00:00
2015-07-04T20:00:00,FL,Wellington,diamond,Orange-yellow light surrounding a craft hovering.,10 minutes,2015-07-06T00:00:00
2015-07-04T20:00:00,OH,Strasburg,circle,Follow up to prior report.,20 minutes,2015-07-06T00:00:00
2015-07-04T20:30:00,OH,Strasburg,sphere,6 UFO's. Brilliant RED.  Larger than commercial aircraft.  Faster than commercial aircraft. No sound.,20 minutes,2015-07-06T00:00:00
1994-12-29T23:10:00,NY,Oppenhium,oval,"A large kitchen table sized, ovel with lights going around it went past my house not making a sound.",about 5 min.,2001-01-03T00:00:00
2015-07-04T20:30:00,CA,Redlands,light,"Strange Amber-Orange Light seen in Redlands, California, on July 4th.",30-45 seconds,2015-07-06T00:00:00
2015-07-04T20:45:00,SC,Surfside Beach,circle,Orange craft/s over Surfside Beach during the 4th of july fireworks!!!,>30 minutes,2015-07-06T00:00:00
2015-07-04T20:47:00,NY,Poughkeepsie,unknown,Craft appeared with green and white strobe lights. Unable to determine shape. Flying object appeared 4x 's. Each time during and after,4:47,2015-07-06T00:00:00
2015-07-04T20:55:00,IL,Chicago,fireball,This was NOT a firework.,Not sure,2015-07-06T00:00:00
2015-06-25T19:50:00,MO,Arnold,sphere,A metallic sphere colored gold was hovering stationary approximately 50 feet above the side of the road. The sphere had three fins runn,5,2015-07-03T00:00:00
2015-06-25T20:30:00,MA,Sandwich,light,I was with a group of people out on Sandy Neck Beach in Barnstable last night. The sky was very cloudy and the only celestial light tha,3-5 minutes,2015-07-03T00:00:00
2015-06-25T20:50:00,NV,Las Vegas,circle,"Round, red and green object hovering over mountains of northern Las Vegas",5,2015-07-03T00:00:00
2015-06-25T21:45:00,KS,Lawrence,unknown,Object with pulsing wave of light moving around it,5 minutes,2015-07-03T00:00:00
2015-06-25T21:50:00,NJ,Jackson,unknown,Weird 2 light turn counter clock wise until one light then gone.,2 minutes,2015-07-03T00:00:00
2015-06-25T22:05:00,CT,Milford,sphere,"3 Spherical UFO's sighted over Long Island Sound, CT",10 minutes,2015-07-03T00:00:00
1996-03-15T18:00:00,TX,Houston,changing,"I WAS WALKING OUT MY BACK DOOR AND LOOKED UP AND SAW A SHAPE MOVING FROM SOUTH TO NORTH ABOUT AS FAST AS A SMALL PLANE, IT WAS CHANGING",15 MIN,2001-01-03T00:00:00
2015-06-26T01:05:00,RI,Coventry,other,"Driving down I-95 S, coming home from a friend's passing exit 6a I took a picture with my phone of the moon because it was eluminingat",20 seconds,2015-07-03T00:00:00
2015-06-26T01:30:00,MI,South Haven,light,A series of green rectangular lights in the sky.,30 seconds,2015-07-03T00:00:00
2015-06-26T03:30:00,MA,Townsend,chevron,Saw triangular silent slow moving craft go over house above treeline. White and red flashing lights at points on craft.,6 minutes,2015-07-03T00:00:00
2015-07-14T22:45:00,FL,Oviedo,triangle,"Triangle shape craft was hovering about 400 feet above. Craft did not produce any sound. It had 5 blinking lights underneath, one of th",~3 minutes,2015-07-17T00:00:00
2015-06-26T01:30:00,NY,Rochester,formation,4 orange balls of light in the sky above Park Avenue.,1 minute,2015-07-03T00:00:00
2015-07-14T23:00:00,OR,Dexter,flash,"Irregular flashes across far southern skyline near Dexter, OR.  No near or distant storms.",20 minutes,2015-07-17T00:00:00
2015-07-14T23:10:00,IL,Oak Lawn,light,This happened to me for the 3rd time in the last 10 months.,15 seconds,2015-07-17T00:00:00
2015-07-14T23:20:00,SC,West Columbia,light,Strobe like light.,2 minutes,2015-07-17T00:00:00
2015-07-15T00:00:00,WA,Kelso,fireball,"Orange fireball with a tail traveling at fast speed in Kelso WA, changed direction abruptly, came by 3x this week",1 minute,2015-07-17T00:00:00
2015-07-15T00:10:00,MI,Gladwin,triangle,"Something glowed brightly, stood motionless for a few seconds, flared up and took off across the sky.",30-40 seconds,2015-07-17T00:00:00
1997-06-01T19:00:00,CA,El Centro,chevron,The big v shape UFO was moving in a slow motion towards the super Kmart in El Centro CA. when I saw it outside the store.,minutes,2001-01-03T00:00:00
2015-07-15T07:15:00,NC,Greensboro,sphere,UFO meanders through the morning sky followed by a military plane.,10 minutes,2015-07-17T00:00:00
2015-07-15T20:40:00,CA,Sacramento,fireball,"Driving north on Bruceville Rd. from Elk Grove to Sacramento and saw a very long laser like red line, streaking across the sky from the",5-6 minutes,2015-07-17T00:00:00
2015-07-15T21:50:00,OH,Columbus,changing,I was outside with my younger brothers they had went inside but shortly after these lighs fly at angle at a distance they did not forum,1-2 minutes,2015-07-17T00:00:00
2015-07-15T22:00:00,MO,Oak Grove,cylinder,"Bright orangish red spherical object moving from SE to NW of Oak Grove, MO.",30-60 seconds,2015-07-17T00:00:00
2015-07-15T22:11:00,CA,Torrance,triangle,"A triangle of light nose diving/falling from the sky, lost sight of it behind trees.  ((NUFORC Note:  Possible model a/c?  PD))",3 seconds,2015-07-17T00:00:00
2015-07-16T00:00:00,PA,Morrisville,triangle,Huge dark object high in the clouds hovering over me.,6 minutes,2015-07-17T00:00:00
2015-07-04T21:00:00,MA,Greenfield,light,"Bright yellow pulsing or moving slowly upwards. Caught on camera and on video. Silent, peaceful, disappeared into overcast sky.",2 minutes,2015-07-06T00:00:00
2015-07-04T21:00:00,CA,Mira Loma,light,"Object with white, red and green lights was hovering in the sky for about five minutes.",5 minutes,2015-07-06T00:00:00
2015-07-04T21:00:00,MN,Backus,,Reddish orb floating across the sky about basketball size right above the cabins about 100 150 feet above land. Saw it from land and my,3,2015-07-06T00:00:00
2015-07-04T21:00:00,WI,Green Bay,oval,"Bright orange-yellow light flying fast in one dir., hovered for a few mins, then sped off into the distance and disappeared.",15 minutes,2015-07-06T00:00:00
1997-09-15T15:00:00,CO,Colorado Springs,rectangle,"The object was about one hundred and fifty feet long, and fifty feet wide. It was greyish black in color, I think the object was about ",,2001-01-03T00:00:00
2015-07-04T21:00:00,NV,Las Vegas,sphere,GLOWING ORB OVER LAS VEGAS JULY 4th 2015.,7 minutes,2015-07-06T00:00:00
2015-07-04T21:00:00,RI,Providence,formation,8 disc shaped crafts w/4 or 5 orange lights...they made no noise whatsoever and they should have if they were produced on this planet.,5-7 minutes,2015-07-06T00:00:00
2015-07-04T21:00:00,MD,Sykesville,fireball,The objects just looked like bright orange lights rising slowly  out of  sight.,10 minutes,2015-07-06T00:00:00
2015-07-04T21:00:00,MA,Worcester,circle,Red lights in V-formation; disappear in same spot in sky; no sound.,5 minutes,2015-07-06T00:00:00
2015-07-04T21:15:00,AZ,Tempe,light,Two red orbs hovering over the firework display appered around 9:15 pm and lasted 25-35 min. Multiple people saw the object and couldnt,30 minutes,2015-07-06T00:00:00
2015-07-04T21:15:00,FL,Ocala,circle,I captured video of an orange orbs during 4th of July celebration.  The fireworks we're set off to the W.,1:30 seconds,2015-07-06T00:00:00
2015-07-04T21:15:00,NC,Greensboro,light,I watched a UFO viewing 4th of July fireworks.,15 minutes,2015-07-06T00:00:00
2015-07-04T21:20:00,FL,Hollywood,fireball,We saw 4 double orange fireballs flying in the sky!,5-7 seconds,2015-07-06T00:00:00
2015-07-04T21:20:00,FL,Vero Beach,circle,"HUGE ORANGE BRIGHT BALL HOVERING, THEN CHANGING POSITION.",10 minutes,2015-07-06T00:00:00
,MO,Oran,,"Would like information about reported UFO crash in 1941 between Oran and Morley, Missouri.",,
1997-10-15T20:45:00,TX,Stephenville,circle,"Central Texas Sighting in Fall of 1997. Pulsing, single craft at EXTREME SPEEDS.",10 minutes,2001-01-03T00:00:00
2015-06-26T14:30:00,FL,Melbourne,circle,"Observed a black round or saucer shaped object traveling from south to north, then making a 90 degree turn west.",4 minutes,2015-07-03T00:00:00
2015-06-26T17:00:00,CA,Catalina Island,other,"Unidentified Flying Object above Catalina Island, June 2015.",~4 minutes,2015-07-03T00:00:00
2015-06-26T21:00:00,NY,Albany,unknown,"3 orange moving lights in the sky, not aircraft.",~5 minutes,2015-07-03T00:00:00
2015-06-26T22:00:00,NY,Angola,light,Red orb speed about mock 9 pulcated then dissapared over tree line.,5-6 minutes,2015-07-03T00:00:00
2015-06-26T22:15:00,CA,Fairfield,circle,Two pulsating lights over the hills of  Fairfield,20 minutes,2015-07-03T00:00:00
2015-06-26T22:15:00,CA,Discovery Bay,diamond,"Diamond shaped aircraft, it was flying low and had a really strange humming/buzzing/vibrating sound. Two very bright-white large lights",2 minutes,2015-07-03T00:00:00
2015-06-26T23:15:00,NJ,Palmyra,formation,"Seen on Highland Ave.(CR 602) In Palmyra, NJ heading eastward in a triangular formation.",5 seconds,2015-07-03T00:00:00
2015-06-26T23:50:00,,Provinciales (Turks & Caicos),sphere,Glowing red sphere seen over Caribbean Sea.,5 minutes,2015-07-03T00:00:00
2015-06-26T23:15:00,MA,Leicester,circle,"Craft seen zooming through the air at the blink of an eye, looked like a backwards shooting star.",5 seconds,2015-07-03T00:00:00
2015-06-27T01:00:00,GA,Albany,other,Orange light seen from distance.  Got closer and saw it was strange craft covered in lights.  Did not make any sound.,3 minutes,2015-07-03T00:00:00
1998-05-15T20:00:00,IN,Vincennes,triangle,Triangular object hovered in evenig sky,5 minutes,2001-01-03T00:00:00
2015-06-27T13:20:00,WA,Vancouver,other,Took awhile for me to grab my camera as I was thinking “No Way”.,15-30 minutes,2015-07-03T00:00:00
2015-06-27T20:17:00,NE,Lexington,disk,"Bright orange lit saucer going over Lexington, NE, north to south.",5-10 minutes,2015-07-03T00:00:00
2015-06-27T20:30:00,CA,Rialto,fireball,Thought it was an airplane on fire until it stopped in midair for 20-30 sec b4 flickering out.,2 minutes,2015-07-03T00:00:00
2015-07-16T01:00:00,OH,Eton,disk,((HOAX??))  it was wight,,2015-07-17T00:00:00
2015-07-16T01:45:00,CA,Encinitas,circle,Three dancing lights.,30 minutes,2015-07-17T00:00:00
2015-07-16T17:00:00,NC,Indian Trail,cigar,5 cigar shaped craft at high altitude.,2 minutes,2015-07-17T00:00:00
2015-07-16T19:23:00,KY,Central City,cigar,Silver cigar shaped craft flying very high and very fast through the entire length of our visual horizon.,2-3 minutes,2015-07-17T00:00:00
2015-07-16T20:35:00,CA,Escondido,light,Bright circular light turns into a cross shape while moving towards my Patio/Building,2 minutes,2015-07-17T00:00:00
2015-07-16T21:00:00,FL,Cutler Bay,light,Strange aircraft.,1:20,2015-07-17T00:00:00
2015-07-16T21:10:00,CA,Palmdale,triangle,Saw a triangle looking object with lights on all corners and another object following it moving fast to the east.,2 minutes,2015-07-17T00:00:00
2017-04-29T21:30:00,CA,Sacramento,circle,"Driving on 99 south through Sacramento around 9:30 pm, seen 2 orange round objects dancing/flying together.  Other cars slowed down.",30 seconds,2017-05-06T00:00:00
1998-06-01T19:00:00,,Bundaverg (Australia),circle,i just went outside before i went 2 bed and saw it mooving around high above in the air,5 secs,2001-01-03T00:00:00
2015-07-16T22:00:00,TN,Nashville,other,UFOs at the Cumberland River Edge.,5 hours,2015-07-17T00:00:00
2015-07-16T22:00:00,AR,Greenbrier,circle,Two strange lights over Greenbrier.,~10 minutes,2015-07-17T00:00:00
2015-07-16T22:00:00,AL,Fairhope,fireball,Fireball moving across the sky for a good 2 minutes.,1-2 minutes,2015-07-17T00:00:00
2015-07-16T22:10:00,MD,Hagerstown,sphere,"Glowing orange sphere seen by 2 of us headed from north to south in Hagerstown, MD",2 minutes,2015-07-17T00:00:00
2015-07-16T23:15:00,NY,Cicero,oval,"An orange, glowing, oval shaped object seen in the night sky, which soon disappeared into the distance.",30 seconds,2015-07-17T00:00:00
2015-07-04T21:20:00,IL,Crystal Lake,light,Red light.,25 minutes,2015-07-06T00:00:00
2015-07-04T21:20:00,FL,Panama City Beach,light,Square cluster of lights over beachfront,15+ minutes,2015-07-06T00:00:00
2015-07-04T21:22:00,PA,Sharon,fireball,Four red/orange fireballs seen over sharon/farrell pa materializing and disapearing,1 hour,2015-07-06T00:00:00
2015-07-04T21:25:00,CO,Highlands Ranch,triangle,Blue/red/green triangular object above fireworks display.,15 minutes,2015-07-06T00:00:00
2015-07-04T21:25:00,CA,San Mateo,light,Fast moving light on 4th of July.,45 seconds,2015-07-06T00:00:00
1998-06-20T14:00:00,OK,Claremore,sphere,Nothing on this earth moves that fast!,15sec.,2001-01-03T00:00:00
2015-07-04T21:29:00,AZ,Tempe,sphere,"Craft under intelligent control, flying in Tempe, AZ.",30 minutes,2015-07-06T00:00:00
2015-07-04T21:30:00,NY,Syracuse,fireball,Orange Orbs... at least 30 spotted over 2 plus hours during fireworks display.,2 hours +,2015-07-06T00:00:00
2015-07-04T21:30:00,OR,Seaside,light,Orange lights on coast.,5 minutes,2015-07-06T00:00:00
2015-07-04T21:30:00,PA,Duncannon,fireball,"Unknown object seen over Duncannon, Pa  on July 4th",1 minute,2015-07-06T00:00:00
2015-07-04T21:30:00,SC,Lake Wylie,unknown,Red-orange object hovering during firework display in South Carolina.,15,2015-07-06T00:00:00
2015-07-04T21:30:00,NY,Dix Hills,light,Noticed a bright red ball to the east which was heading in a westerly direction.  It's altitude appeared very high.  The lights appeare,10,2015-07-06T00:00:00
2015-07-04T21:30:00,NE,Auburn,unknown,"White or yellowish solid lighted objects, seven in a row seen traveling across the night sky.",15 minutes,2015-07-06T00:00:00
1972-04-14T15:00:00,WA,Seattle,disk,"Sighting: Distance was 1500-2000 feet in altitude, and was around 60 degrees off the horizon. Weather conditions were clear with some l",4 minutes,2015-06-15T00:00:00
1995-02-18T12:30:00,NC,Charlotte,sphere,Reflective solid object hung motionless in the sky before shooting off at an extremely high rate of speed.,1.5 to 2 minutes,2015-06-15T00:00:00
1995-11-23T19:00:00,CO,Loveland,triangle,Triangle ship following a ball of light.,30 minutes,2015-06-15T00:00:00
1975-03-06T02:00:00,,"Melbourne (VIC, Australia)",diamond,"The object my cousin and i saw was hexaganal in shape,orange in colour,hovering low and  at a slow velocity. It appeared to be about a ",30 minutes,2000-12-20T00:00:00
2005-07-20T23:00:00,SC,Lexington,light,Strange light in the sky seen while camping,30 minutes,2015-06-15T00:00:00
2010-05-01T23:00:00,GA,Calhoun,triangle,"Triangular lights, perfectly equilateral, moving in strange directions and slowly spreading out as if descending.",20 minutes roughly,2015-06-15T00:00:00
2013-08-15T00:00:00,IL,Cordova,other,"Multi-colored translucent parachute-shaped UFO flashes briefly in the sky falling to ground, indiscernible size. Jellyfish-looking obje",,2015-06-15T00:00:00
2013-09-15T22:30:00,,Ballynahinch ((Northern Ireland),,"No noise, just superfast, and far in universe.",20 seconds,2015-06-15T00:00:00
2014-09-02T02:00:00,HI,Kapaa,unknown,"Kauai 3, UFO sighted.  Donkey Beach, Kapaa, HI.",4 hours,2015-06-15T00:00:00
2015-02-15T23:00:00,NV,North Las Vegas,diamond,((HOAX??))  A diamond brownish dark mass came over my head and down towards the ground.,4 seconds,2015-06-15T00:00:00
2015-03-15T23:30:00,MI,Marquette,light,Photographed mysterious light over Lake Superior.,30 minutes,2015-06-15T00:00:00
2015-04-10T00:00:00,NV,South Lake Tahoe,light,7 luminous objects.,90 seconds,2015-06-15T00:00:00
2015-06-27T21:00:00,OR,Seaside,circle,Looked like 2 red fireballs 1 fell the other hovered before the lite went off but through binoculars could still see a dark for desend,1 minute,2015-07-03T00:00:00
2015-04-10T18:00:00,NV,Lake Tahoe,unknown,ufo on the day time,90 seconds,2015-06-15T00:00:00
1974-06-10T14:30:00,TX,Merkel,disk,"Very high daylight disc moving south to north, with no deviation of course or altitude or speed.",5 minutes,2000-12-20T00:00:00
2015-06-27T21:30:00,PA,Northern Allegheny County,flash,Red flashes of light traveling NNW followed by an unlit helicopter at night.,1 hour,2015-07-03T00:00:00
2015-06-27T21:45:00,MO,Saint Peters,formation,Colored lights assembled into diamond shape then gave off a very bright light,3 minutes,2015-07-03T00:00:00
2015-06-27T22:07:00,CA,Long Beach,circle,"Equilateral triangle of diffuse, stationary white lights off coast.",3 minutes,2015-07-03T00:00:00
2015-06-27T23:15:00,CA,Newbury Park,light,3 bright white lights in the sky.,6 minutes,2015-07-03T00:00:00
2015-06-28T00:22:00,WI,Milwaukee,fireball,"I live in a 14th floor apartment in downtown Milwaukee. As I was getting ready for bed this past Sat night / Sun morning, I looked out",3-4 minutes,2015-07-03T00:00:00
2015-06-28T01:30:00,NC,Charlotte,unknown,Four evenly spaced lights.,3 minutes,2015-07-03T00:00:00
2015-06-28T19:20:00,NY,Floral Park,other,Drone-ish type thing.,10 minutes,2015-07-03T00:00:00
2015-06-28T21:00:00,VT,Colchester,oval,Noticed a bright red light over the tree line.  towards Burlington Vt.  I never have seen a plane this bright so I went to look.,5,2015-07-03T00:00:00
2015-06-28T21:30:00,NY,Poughkeepsie,triangle,Triangular flying object with white lights on each angle and green light in the middle. Traveled at un-normal flying speeds.,30 seconds,2015-07-03T00:00:00
2015-06-28T22:00:00,IA,Cedar Rapids,light,2 bright lights with flashing lights on sides. Hovering in western sky.  ((NUFORC Note:  Venus and Jupiter.  PD)),15-20 minutes,2015-07-03T00:00:00
1975-06-01T23:59:00,TN,Nashville,light,sudden burst of brilliant yellow light,seconds,2000-12-20T00:00:00
2015-06-28T22:00:00,TX,Dallas,light,I was in the car driving home when my friend asked me what some lights in the night sky are.  It was in the general area of Love field,1.5 hours,2015-07-03T00:00:00
2015-06-28T23:30:00,MT,Sidney,light,"2 stationary orange balls of light over Sidney, MT, in the night sky.",1 minute,2015-07-03T00:00:00
2015-07-17T04:00:00,NV,Henderson,sphere,"I saw an orb-like object in the sky, with green and blue iridescent like trails.",4-5 seconds,2015-07-17T00:00:00
2015-07-04T21:30:00,NJ,Scotch Plains,circle,2 green circular lights. One higher than the other and the one below was on the right at an angle not directly below the one above it.,1 hour,2015-07-06T00:00:00
2015-07-04T21:35:00,PA,Hanover Township,changing,Multiple objects traveling in paths and hovering while emitting intermittent sparks and/or flames.,6-7 minutes,2015-07-06T00:00:00
2015-07-04T21:40:00,FL,Port Charlotte,fireball,2 bright red and orange fireball shaped objects slowly flying above the tree line in my back yard around 9:40pm  The craft hov,4 minutes,2015-07-06T00:00:00
2015-07-04T21:35:00,FL,Palm Bay,light,"There were two slow flashing lights, red in color. They were north of my location, strobing in sync with each other.",90 seconds,2015-07-06T00:00:00
2015-07-04T21:45:00,PA,Bethlehem,triangle,Triangular formation of cream-white lights seen in Bethlehem Pa 4th of July 2015.,2 minutes,2015-07-06T00:00:00
2015-07-04T21:45:00,NC,Colfax,sphere,Small circular glowing orange orb flying just above the tree line passes perpendicular above vehicle on I-40 in Guilford County.,15 seconds,2015-07-06T00:00:00
2015-07-04T21:45:00,OR,Ashland,light,Fireworks and sighting.,1 minute,2015-07-06T00:00:00
1975-12-21T19:00:00,MA,North Attleboro,sphere,"Outline of the craft clearly seen, rotating lights, no noise, slowly moving south",15 minutes,2000-12-20T00:00:00
2015-07-04T21:45:00,NY,Levittown,fireball,Moving lights red/orange; no sound; not fixed or rotoary wing aircraft.,10 minutes,2015-07-06T00:00:00
2015-07-04T21:45:00,IL,Ottawa,light,"Five balls of light falling from Ottawa, IL, sky.",1 minute,2015-07-06T00:00:00
2015-07-04T21:45:00,NM,Albuquerque,disk,Bright white disk in clouds moving northward over albuquerque.,20 seconds,2015-07-06T00:00:00
